date,open,high,low,close,volume,adj_close,200_dma,200_dma_pct_diff,200_dma_top_band,200_dma_bot_band,60_dma,60_dma_pct_diff,60_dma_top_band,60_dma_bot_band,20_dma,20_dma_pct_diff,20_dma_top_band,20_dma_bot_band,200_vma,200_vma_pct_diff,200_vma_top_band,200_vma_bot_band,60_vma,60_vma_pct_diff,60_vma_top_band,60_vma_bot_band,20_vma,20_vma_pct_diff,20_vma_top_band,20_vma_bot_band
2011-04-01,2796.67,2802.63,2779.71,2789.60,2090120000,2789.60,2488.41,0.12,2612.83,2363.99,2741.19,0.02,2878.25,2604.13,2716.42,0.03,2852.24,2580.60,1963461950.00,0.06,2061635047.50,1865288852.50,2009366500.00,0.04,2109834825.00,1908898175.00,1942992500.00,0.08,2040142125.00,1845842875.00
2011-03-31,2774.23,2783.98,2769.52,2781.07,1896420000,2781.07,2486.03,0.12,2610.33,2361.73,2739.52,0.02,2876.50,2602.55,2717.30,0.02,2853.17,2581.44,1963661850.00,-0.03,2061844942.50,1865478757.50,2011350166.67,-0.06,2111917675.00,1910782658.33,1947690500.00,-0.03,2045075025.00,1850305975.00
2011-03-30,2772.36,2779.95,2763.77,2776.79,1818410000,2776.79,2483.68,0.12,2607.86,2359.49,2738.10,0.01,2875.01,2601.20,2715.87,0.02,2851.66,2580.08,1966015100.00,-0.08,2064315855.00,1867714345.00,2013037666.67,-0.10,2113689550.00,1912385783.33,1956115000.00,-0.07,2053920750.00,1858309250.00
2011-03-29,2727.83,2756.89,2720.19,2756.89,1631160000,2756.89,2481.11,0.11,2605.17,2357.06,2736.37,0.01,2873.19,2599.55,2714.90,0.02,2850.64,2579.15,1967618850.00,-0.17,2065999792.50,1869237907.50,2002961666.67,-0.19,2103109750.00,1902813583.33,1985200000.00,-0.18,2084460000.00,1885940000.00
2011-03-28,2752.33,2754.63,2730.68,2730.68,1669260000,2730.68,2478.68,0.10,2602.61,2354.74,2735.24,-0.00,2872.00,2598.48,2717.47,0.00,2853.35,2581.60,1968658150.00,-0.15,2067091057.50,1870225242.50,1993046500.00,-0.16,2092698825.00,1893394175.00,2002212000.00,-0.17,2102322600.00,1902101400.00
2011-03-25,2746.34,2762.55,2740.17,2743.06,1857570000,2743.06,2476.06,0.11,2599.86,2352.25,2733.97,0.00,2870.67,2597.27,2719.37,0.01,2855.34,2583.41,1970309500.00,-0.06,2068824975.00,1871794025.00,1980789500.00,-0.06,2079828975.00,1881750025.00,2002724500.00,-0.07,2102860725.00,1902588275.00
2011-03-24,2715.88,2740.39,2703.42,2736.42,1954180000,2736.42,2473.17,0.11,2596.83,2349.51,2732.75,0.00,2869.38,2596.11,2719.45,0.01,2855.42,2583.48,1972163900.00,-0.01,2070772095.00,1873555705.00,1967056500.00,-0.01,2065409325.00,1868703675.00,2008280000.00,-0.03,2108694000.00,1907866000.00
2011-03-23,2677.56,2704.30,2660.17,2698.30,1769950000,2698.30,2470.53,0.09,2594.06,2347.00,2732.23,-0.01,2868.84,2595.62,2720.68,-0.01,2856.72,2584.65,1976797050.00,-0.10,2075636902.50,1877957197.50,1955842333.33,-0.10,2053634450.00,1858050216.67,2043740000.00,-0.13,2145927000.00,1941553000.00
2011-03-22,2692.13,2695.46,2679.41,2683.87,1657430000,2683.87,2467.98,0.09,2591.38,2344.58,2731.92,-0.02,2868.52,2595.33,2724.31,-0.01,2860.53,2588.09,1979793250.00,-0.16,2078782912.50,1880803587.50,1949390000.00,-0.15,2046859500.00,1851920500.00,2073973500.00,-0.20,2177672175.00,1970274825.00
2011-03-21,2675.47,2699.70,2674.99,2692.09,1751060000,2692.09,2465.61,0.09,2588.90,2342.33,2731.58,-0.01,2868.16,2595.00,2731.40,-0.01,2867.97,2594.83,1982750350.00,-0.12,2081887867.50,1883612832.50,1947106333.33,-0.10,2044461650.00,1849751016.67,2091893500.00,-0.16,2196488175.00,1987298825.00
2011-03-18,2665.54,2665.56,2639.76,2643.67,1986900000,2643.67,2463.91,0.07,2587.11,2340.72,2731.98,-0.03,2868.58,2595.38,2740.80,-0.04,2877.84,2603.76,1984061100.00,0.00,2083264155.00,1884858045.00,1941450500.00,0.02,2038523025.00,1844377975.00,2089514500.00,-0.05,2193990225.00,1985038775.00
2011-03-17,2656.08,2660.50,2634.17,2636.05,1994360000,2636.05,2462.14,0.07,2585.24,2339.03,2732.20,-0.04,2868.82,2595.59,2750.27,-0.04,2887.79,2612.76,1985040000.00,0.00,2084292000.00,1885788000.00,1936677000.00,0.03,2033510850.00,1839843150.00,2103645500.00,-0.05,2208827775.00,1998463225.00
2011-03-16,2652.92,2669.27,2603.50,2616.82,2596000000,2616.82,2460.16,0.06,2583.17,2337.16,2732.64,-0.04,2869.27,2596.01,2759.65,-0.05,2897.63,2621.67,1982899050.00,0.31,2082044002.50,1883754097.50,1933774166.67,0.34,2030462875.00,1837085458.33,2074156500.00,0.25,2177864325.00,1970448675.00
2011-03-15,2619.40,2680.57,2618.50,2667.33,2359830000,2667.33,2458.11,0.09,2581.02,2335.21,2732.14,-0.02,2868.75,2595.53,2767.14,-0.04,2905.50,2628.79,1981927850.00,0.19,2081024242.50,1882831457.50,1923365166.67,0.23,2019533425.00,1827196908.33,2054404000.00,0.15,2157124200.00,1951683800.00
2011-03-14,2695.66,2715.22,2682.09,2700.97,1782070000,2700.97,2456.00,0.10,2578.80,2333.20,2730.74,-0.01,2867.28,2594.21,2772.57,-0.03,2911.19,2633.94,1985058600.00,-0.10,2084311530.00,1885805670.00,1924730333.33,-0.07,2020966850.00,1828493816.67,2068635500.00,-0.14,2172067275.00,1965203725.00
2011-03-11,2689.65,2724.61,2689.41,2715.61,1851810000,2715.61,2453.40,0.11,2576.07,2330.73,2729.28,-0.01,2865.74,2592.82,2776.31,-0.02,2915.12,2637.49,1991186050.00,-0.07,2090745352.50,1891626747.50,1924754666.67,-0.04,2020992400.00,1828516933.33,2100922000.00,-0.12,2205968100.00,1995875900.00
2011-03-10,2719.29,2721.21,2695.08,2701.02,2363330000,2701.02,2450.95,0.10,2573.49,2328.40,2728.01,-0.01,2864.41,2591.61,2780.71,-0.03,2919.75,2641.68,1994101300.00,0.19,2093806365.00,1894396235.00,1915954666.67,0.23,2011752400.00,1820156933.33,2079296500.00,0.14,2183261325.00,1975331675.00
2011-03-09,2756.34,2761.77,2737.68,2751.72,1996700000,2751.72,2448.26,0.12,2570.67,2325.84,2726.11,0.01,2862.41,2589.80,2782.98,-0.01,2922.13,2643.83,1994867900.00,0.00,2094611295.00,1895124505.00,1911621833.33,0.04,2007202925.00,1816040741.67,2069612000.00,-0.04,2173092600.00,1966131400.00
2011-03-08,2745.23,2775.41,2729.85,2765.77,1835540000,2765.77,2445.57,0.13,2567.85,2323.29,2723.62,0.02,2859.80,2587.44,2783.89,-0.01,2923.08,2644.69,2002638550.00,-0.08,2102770477.50,1902506622.50,1913112500.00,-0.04,2008768125.00,1817456875.00,2066239500.00,-0.11,2169551475.00,1962927525.00
2011-03-07,2793.19,2794.82,2724.51,2745.63,2189970000,2745.63,2442.86,0.12,2565.01,2320.72,2721.35,0.01,2857.42,2585.28,2785.07,-0.01,2924.33,2645.82,2008790800.00,0.09,2109230340.00,1908351260.00,1906004000.00,0.15,2001304200.00,1810703800.00,2054576500.00,0.07,2157305325.00,1951847675.00
2011-03-04,2797.64,2798.07,2768.12,2784.67,1897900000,2784.67,2440.43,0.14,2562.46,2318.41,2718.25,0.02,2854.16,2582.33,2783.53,0.00,2922.71,2644.36,2012532100.00,-0.06,2113158705.00,1911905495.00,1906143833.33,-0.00,2001451025.00,1810836641.67,2056744500.00,-0.08,2159581725.00,1953907275.00
2011-03-03,2774.48,2802.32,2774.48,2798.74,1990380000,2798.74,2438.03,0.15,2559.93,2316.12,2714.85,0.03,2850.59,2579.11,2781.07,0.01,2920.13,2642.02,2015031750.00,-0.01,2115783337.50,1914280162.50,1899921333.33,0.05,1994917400.00,1804925266.67,2058455500.00,-0.03,2161378275.00,1955532725.00
2011-03-02,2735.05,2763.95,2734.08,2748.07,1986900000,2748.07,2436.06,0.13,2557.86,2314.25,2712.24,0.01,2847.85,2576.63,2781.23,-0.01,2920.29,2642.17,2017269650.00,-0.02,2118133132.50,1916406167.50,1896979666.67,0.05,1991828650.00,1802130683.33,2071910000.00,-0.04,2175505500.00,1968314500.00
2011-03-01,2791.08,2791.23,2730.72,2737.41,2212860000,2737.41,2434.10,0.12,2555.81,2312.40,2709.60,0.01,2845.08,2574.12,2779.36,-0.02,2918.33,2640.39,2019470450.00,0.10,2120443972.50,1918496927.50,1894067500.00,0.17,1988770875.00,1799364125.00,2058882500.00,0.07,2161826625.00,1955938375.00
2011-02-28,2791.28,2798.43,2767.61,2782.27,2009500000,2782.27,2432.16,0.14,2553.77,2310.56,2705.72,0.03,2841.01,2570.44,2774.59,0.00,2913.32,2635.86,2021299200.00,-0.01,2122364160.00,1920234240.00,1895741500.00,0.06,1990528575.00,1800954425.00,2076964500.00,-0.03,2180812725.00,1973116275.00
2011-02-25,2752.16,2781.12,2751.81,2781.05,1867820000,2781.05,2430.38,0.14,2551.90,2308.87,2701.01,0.03,2836.06,2565.96,2773.31,0.00,2911.97,2634.64,2023719600.00,-0.08,2124905580.00,1922533620.00,1903235833.33,-0.02,1998397625.00,1808074041.67,2084601000.00,-0.10,2188831050.00,1980370950.00
2011-02-24,2726.59,2745.29,2707.80,2737.90,2065290000,2737.90,2428.57,0.13,2550.00,2307.14,2697.47,0.01,2832.34,2562.59,2773.39,-0.01,2912.05,2634.72,2026137350.00,0.02,2127444217.50,1924830482.50,1896868666.67,0.09,1991712100.00,1802025233.33,2082907000.00,-0.01,2187052350.00,1978761650.00
2011-02-23,2755.20,2761.70,2705.54,2722.99,2479150000,2722.99,2426.83,0.12,2548.17,2305.49,2694.32,0.01,2829.04,2559.61,2773.20,-0.02,2911.86,2634.54,2028100600.00,0.22,2129505630.00,1926695570.00,1865949166.67,0.33,1959246625.00,1772651708.33,2055755500.00,0.21,2158543275.00,1952967725.00
2011-02-22,2795.44,2808.18,2752.75,2756.42,2262100000,2756.42,2424.38,0.14,2545.59,2303.16,2690.77,0.02,2825.31,2556.23,2771.26,-0.01,2909.82,2632.69,2037928700.00,0.11,2139825135.00,1936032265.00,1855491500.00,0.22,1948266075.00,1762716925.00,2036215500.00,0.11,2138026275.00,1934404725.00
2011-02-18,2833.35,2840.51,2823.65,2833.95,2109460000,2833.95,2421.80,0.17,2542.89,2300.71,2685.12,0.06,2819.38,2550.86,2764.03,0.03,2902.24,2625.83,2050149400.00,0.03,2152656870.00,1947641930.00,1851871500.00,0.14,1944465075.00,1759277925.00,2026590500.00,0.04,2127920025.00,1925260975.00
2011-02-17,2816.12,2835.20,2815.08,2831.58,1939320000,2831.58,2419.66,0.17,2540.64,2298.67,2680.13,0.06,2814.13,2546.12,2757.67,0.03,2895.55,2619.79,2055660200.00,-0.06,2158443210.00,1952877190.00,1850392333.33,0.05,1942911950.00,1757872716.67,2045787000.00,-0.05,2148076350.00,1943497650.00
2011-02-16,2815.09,2828.19,2811.52,2825.56,2276980000,2825.56,2417.65,0.17,2538.53,2296.77,2675.00,0.06,2808.75,2541.25,2752.66,0.03,2890.29,2615.03,2059538250.00,0.11,2162515162.50,1956561337.50,1843103833.33,0.24,1935259025.00,1750948641.67,2038484500.00,0.12,2140408725.00,1936560275.00
2011-02-15,2809.02,2813.13,2798.83,2804.35,2006220000,2804.35,2416.12,0.16,2536.93,2295.32,2670.17,0.05,2803.68,2536.66,2750.73,0.02,2888.27,2613.20,2061499000.00,-0.03,2164573950.00,1958424050.00,1843777833.33,0.09,1935966725.00,1751588941.67,2039183000.00,-0.02,2141142150.00,1937223850.00
2011-02-14,2810.19,2819.87,2808.27,2817.18,1964780000,2817.18,2414.34,0.17,2535.06,2293.63,2664.48,0.06,2797.71,2531.26,2747.64,0.03,2885.02,2610.26,2065880750.00,-0.05,2169174787.50,1962586712.50,1841302500.00,0.07,1933367625.00,1749237375.00,2041954500.00,-0.04,2144052225.00,1939856775.00
2011-02-11,2783.16,2810.56,2778.21,2809.44,2066700000,2809.44,2412.86,0.16,2533.50,2292.21,2658.82,0.06,2791.77,2525.88,2743.93,0.02,2881.13,2606.74,2070895450.00,-0.00,2174440222.50,1967350677.50,1844092333.33,0.12,1936296950.00,1751887716.67,2034814500.00,0.02,2136555225.00,1933073775.00
2011-02-10,2764.76,2791.43,2762.34,2790.45,2497540000,2790.45,2411.26,0.16,2531.83,2290.70,2654.21,0.05,2786.92,2521.50,2741.28,0.02,2878.34,2604.21,2072183700.00,0.21,2175792885.00,1968574515.00,1833336833.33,0.36,1925003675.00,1741669991.67,2003635500.00,0.25,2103817275.00,1903453725.00
2011-02-09,2791.13,2798.91,2780.89,2789.07,1930820000,2789.07,2409.67,0.16,2530.16,2289.19,2649.70,0.05,2782.18,2517.21,2737.67,0.02,2874.55,2600.78,2076853650.00,-0.07,2180696332.50,1973010967.50,1837686333.33,0.05,1929570650.00,1745802016.67,2001749500.00,-0.04,2101836975.00,1901662025.00
2011-02-08,2782.41,2797.05,2776.35,2797.05,1803010000,2797.05,2408.30,0.16,2528.72,2287.89,2645.67,0.06,2777.96,2513.39,2733.20,0.02,2869.86,2596.54,2080293800.00,-0.13,2184308490.00,1976279110.00,1850302500.00,-0.03,1942817625.00,1757787375.00,2005042500.00,-0.10,2105294625.00,1904790375.00
2011-02-07,2773.26,2796.50,2772.81,2783.99,1768090000,2783.99,2407.03,0.16,2527.39,2286.68,2642.25,0.05,2774.37,2510.14,2729.16,0.02,2865.62,2592.70,2084038400.00,-0.15,2188240320.00,1979836480.00,1854149833.33,-0.05,1946857325.00,1761442341.67,2015449000.00,-0.12,2116221450.00,1914676550.00
2011-02-04,2755.85,2769.70,2747.86,2769.30,1956710000,2769.30,2405.78,0.15,2526.07,2285.49,2638.82,0.05,2770.76,2506.87,2726.19,0.02,2862.50,2589.88,2088259050.00,-0.06,2192672002.50,1983846097.50,1857494166.67,0.05,1950368875.00,1764619458.33,2022388000.00,-0.03,2123507400.00,1921268600.00
2011-02-03,2746.74,2757.54,2725.78,2753.88,1941260000,2753.88,2404.54,0.15,2524.76,2284.31,2635.92,0.04,2767.71,2504.12,2723.61,0.01,2859.79,2587.43,2092132250.00,-0.07,2196738862.50,1987525637.50,1855128666.67,0.05,1947885100.00,1762372233.33,2028362500.00,-0.04,2129780625.00,1926944375.00
2011-02-02,2744.68,2758.51,2743.76,2749.56,2024600000,2749.56,2403.29,0.14,2523.46,2283.13,2633.07,0.04,2764.73,2501.42,2720.19,0.01,2856.20,2584.18,2092794750.00,-0.03,2197434487.50,1988155012.50,1856266166.67,0.09,1949079475.00,1763452858.33,2027904500.00,-0.00,2129299725.00,1926509275.00
2011-02-01,2717.61,2755.97,2716.64,2751.19,2255990000,2751.19,2401.94,0.15,2522.03,2281.84,2630.18,0.05,2761.69,2498.67,2717.21,0.01,2853.07,2581.35,2092633050.00,0.08,2197264702.50,1988001397.50,1860200500.00,0.21,1953210525.00,1767190475.00,2011088000.00,0.12,2111642400.00,1910533600.00
2011-01-31,2693.30,2706.30,2676.87,2700.08,1952310000,2700.08,2400.84,0.12,2520.88,2280.80,2627.51,0.03,2758.89,2496.14,2714.85,-0.01,2850.59,2579.11,2097676250.00,-0.07,2202560062.50,1992792437.50,1860835500.00,0.05,1953877275.00,1767793725.00,1964802500.00,-0.01,2063042625.00,1866562375.00
2011-01-28,2755.28,2755.28,2679.57,2686.89,2371140000,2686.89,2399.99,0.12,2519.98,2279.99,2624.96,0.02,2756.21,2493.71,2713.65,-0.01,2849.34,2577.97,2100023850.00,0.13,2205025042.50,1995022657.50,1853232833.33,0.28,1945894475.00,1760571191.67,1899963000.00,0.25,1994961150.00,1804964850.00
2011-01-27,2745.16,2763.64,2740.30,2755.28,2020550000,2755.28,2398.73,0.15,2518.67,2278.80,2620.78,0.05,2751.82,2489.74,2709.24,0.02,2844.70,2573.77,2105637450.00,-0.04,2210919322.50,2000355577.50,1851303500.00,0.09,1943868675.00,1758738325.00,1855043000.00,0.09,1947795150.00,1762290850.00
2011-01-26,2724.52,2746.03,2717.63,2739.50,2031410000,2739.50,2397.37,0.14,2517.23,2277.50,2616.92,0.05,2747.76,2486.07,2705.40,0.01,2840.67,2570.13,2108807500.00,-0.04,2214247875.00,2003367125.00,1851925000.00,0.10,1944521250.00,1759328750.00,1809982500.00,0.12,1900481625.00,1719483375.00
2011-01-25,2704.25,2719.34,2697.51,2719.25,1936120000,2719.25,2396.06,0.13,2515.86,2276.26,2613.38,0.04,2744.05,2482.72,2702.81,0.01,2837.95,2567.66,2109935150.00,-0.08,2215431907.50,2004438392.50,1852962000.00,0.04,1945610100.00,1760313900.00,1768031500.00,0.10,1856433075.00,1679629925.00
2011-01-24,2693.03,2719.73,2687.97,2717.55,1871300000,2717.55,2394.74,0.13,2514.48,2275.00,2609.81,0.04,2740.30,2479.32,2700.21,0.01,2835.22,2565.20,2111656300.00,-0.11,2217239115.00,2006073485.00,1855327666.67,0.01,1948094050.00,1762561283.33,1737981000.00,0.08,1824880050.00,1651081950.00
2011-01-21,2716.92,2722.74,2688.53,2689.54,1916960000,2689.54,2393.48,0.12,2513.15,2273.80,2606.61,0.03,2736.94,2476.28,2699.30,-0.00,2834.27,2564.34,2114216000.00,-0.09,2219926800.00,2008505200.00,1855284166.67,0.03,1948048375.00,1762519958.33,1722835000.00,0.11,1808976750.00,1636693250.00
2011-01-20,2712.40,2714.10,2686.59,2704.29,2323250000,2704.29,2392.11,0.13,2511.72,2272.51,2603.05,0.04,2733.20,2472.90,2697.47,0.00,2832.34,2562.60,2117524000.00,0.10,2223400200.00,2011647800.00,1845668666.67,0.26,1937952100.00,1753385233.33,1689050000.00,0.38,1773502500.00,1604597500.00
2011-01-19,2762.81,2764.35,2717.79,2725.36,2130930000,2725.36,2390.67,0.14,2510.20,2271.14,2598.95,0.05,2728.90,2469.00,2693.68,0.01,2828.36,2559.00,2117971300.00,0.01,2223869865.00,2012072735.00,1837622833.33,0.16,1929503975.00,1745741691.67,1667901000.00,0.28,1751296050.00,1584505950.00
2011-01-18,2744.80,2766.17,2744.26,2765.85,2020190000,2765.85,2388.99,0.16,2508.44,2269.54,2593.85,0.07,2723.54,2464.16,2687.54,0.03,2821.91,2553.16,2118522050.00,-0.05,2224448152.50,2012595947.50,1839544333.33,0.10,1931521550.00,1747567116.67,1687983000.00,0.20,1772382150.00,1603583850.00
2011-01-14,2732.48,2755.30,2729.62,2755.30,2020210000,2755.30,2387.22,0.15,2506.58,2267.86,2588.88,0.06,2718.33,2459.44,2681.64,0.03,2815.72,2547.56,2120122350.00,-0.05,2226128467.50,2014116232.50,1839487000.00,0.10,1931461350.00,1747512650.00,1673737000.00,0.21,1757423850.00,1590050150.00
2011-01-13,2734.93,2742.43,2727.14,2735.29,1923900000,2735.29,2385.54,0.15,2504.81,2266.26,2583.91,0.06,2713.11,2454.72,2675.73,0.02,2809.52,2541.95,2122346300.00,-0.09,2228463615.00,2016228985.00,1844786000.00,0.04,1937025300.00,1752546700.00,1670741000.00,0.15,1754278050.00,1587203950.00
2011-01-12,2731.45,2737.33,2722.32,2737.33,1873960000,2737.33,2383.90,0.15,2503.10,2264.71,2579.63,0.06,2708.62,2450.65,2670.25,0.03,2803.77,2536.74,2123712850.00,-0.12,2229898492.50,2017527207.50,1842298500.00,0.02,1934413425.00,1750183575.00,1669706500.00,0.12,1753191825.00,1586221175.00
2011-01-11,2719.60,2722.75,2706.58,2716.83,1893100000,2716.83,2382.34,0.14,2501.46,2263.22,2575.50,0.05,2704.27,2446.72,2665.66,0.02,2798.94,2532.37,2124086600.00,-0.11,2230290930.00,2017882270.00,1847960333.33,0.02,1940358350.00,1755562316.67,1666818000.00,0.14,1750158900.00,1583477100.00
2011-01-10,2691.47,2712.32,2682.25,2707.80,1868870000,2707.80,2380.78,0.14,2499.82,2261.74,2570.96,0.05,2699.51,2442.41,2662.14,0.02,2795.25,2529.04,2126581900.00,-0.12,2232910995.00,2020252805.00,1850388166.67,0.01,1942907575.00,1757868758.33,1660211000.00,0.13,1743221550.00,1577200450.00
2011-01-07,2712.75,2715.96,2676.36,2703.17,1976220000,2703.17,2379.25,0.14,2498.21,2260.29,2566.59,0.05,2694.92,2438.26,2657.82,0.02,2790.71,2524.93,2130225150.00,-0.07,2236736407.50,2023713892.50,1855692000.00,0.06,1948476600.00,1762907400.00,1657649000.00,0.19,1740531450.00,1574766550.00
2011-01-06,2704.38,2712.35,2697.73,2709.89,2095490000,2709.89,2377.69,0.14,2496.58,2258.81,2561.73,0.06,2689.81,2433.64,2652.78,0.02,2785.42,2520.14,2131928200.00,-0.02,2238524610.00,2025331790.00,1853449166.67,0.13,1946121625.00,1760776708.33,1641047500.00,0.28,1723099875.00,1558995125.00
2011-01-05,2673.91,2702.20,2671.89,2702.20,2060750000,2702.20,2376.26,0.14,2495.07,2257.45,2556.73,0.06,2684.57,2428.89,2647.60,0.02,2779.98,2515.22,2133950600.00,-0.03,2240648130.00,2027253070.00,1844769833.33,0.12,1937008325.00,1752531341.67,1633324500.00,0.26,1714990725.00,1551658275.00
2011-01-04,2699.86,2700.88,2663.64,2681.25,2015440000,2681.25,2374.83,0.13,2493.57,2256.09,2552.07,0.05,2679.68,2424.47,2643.28,0.01,2775.44,2511.12,2136114050.00,-0.06,2242919752.50,2029308347.50,1844528833.33,0.09,1936755275.00,1752302391.67,1613404000.00,0.25,1694074200.00,1532733800.00
2011-01-03,2676.65,2704.86,2676.34,2691.52,1919660000,2691.52,2373.24,0.13,2491.91,2254.58,2546.94,0.06,2674.29,2419.60,2638.28,0.02,2770.19,2506.36,2141794550.00,-0.10,2248884277.50,2034704822.50,1843305166.67,0.04,1935470425.00,1751139908.33,1607941000.00,0.19,1688338050.00,1527543950.00
2010-12-31,2660.58,2662.39,2649.04,2652.87,1026600000,2652.87,2371.94,0.12,2490.53,2253.34,2542.41,0.04,2669.53,2415.29,2634.60,0.01,2766.33,2502.87,2147526850.00,-0.52,2254903192.50,2040150507.50,1861258500.00,-0.45,1954321425.00,1768195575.00,1658517500.00,-0.38,1741443375.00,1575591625.00
2010-12-30,2665.68,2671.11,2661.83,2662.98,1074350000,2662.98,2370.57,0.12,2489.10,2252.04,2538.02,0.05,2664.92,2411.12,2628.92,0.01,2760.37,2497.48,2153562150.00,-0.50,2261240257.50,2045884042.50,1880077166.67,-0.43,1974081025.00,1786073308.33,1710297000.00,-0.37,1795811850.00,1624782150.00
2010-12-29,2667.18,2671.23,2664.51,2666.93,1122150000,2666.93,2369.12,0.13,2487.58,2250.67,2532.65,0.05,2659.28,2406.01,2620.49,0.02,2751.51,2489.46,2158960800.00,-0.48,2266908840.00,2051012760.00,1893074333.33,-0.41,1987728050.00,1798420616.67,1770063500.00,-0.37,1858566675.00,1681560325.00
2010-12-28,2671.85,2673.02,2658.21,2662.88,1130200000,2662.88,2367.62,0.12,2486.00,2249.24,2527.78,0.05,2654.17,2401.39,2613.61,0.02,2744.29,2482.93,2163090650.00,-0.48,2271245182.50,2054936117.50,1906448500.00,-0.41,2001770925.00,1811126075.00,1797716500.00,-0.37,1887602325.00,1707830675.00
2010-12-27,2657.09,2670.57,2645.38,2667.27,1097100000,2667.27,2366.12,0.13,2484.43,2247.81,2522.80,0.06,2648.94,2396.66,2606.97,0.02,2737.32,2476.62,2168099050.00,-0.49,2276504002.50,2059694097.50,1928468500.00,-0.43,2024891925.00,1832045075.00,1774060500.00,-0.38,1862763525.00,1685357475.00
2010-12-23,2667.42,2671.63,2661.17,2665.60,1270290000,2665.60,2364.64,0.13,2482.87,2246.40,2517.98,0.06,2643.88,2392.08,2600.85,0.02,2730.89,2470.80,2173031550.00,-0.42,2281683127.50,2064379972.50,1941929166.67,-0.35,2039025625.00,1844832708.33,1792278000.00,-0.29,1881891900.00,1702664100.00
2010-12-22,2669.00,2675.26,2666.63,2671.48,1614040000,2671.48,2363.07,0.13,2481.23,2244.92,2513.12,0.06,2638.77,2387.46,2592.02,0.03,2721.62,2462.42,2177735050.00,-0.26,2286621802.50,2068848297.50,1950457333.33,-0.17,2047980200.00,1852934466.67,1806189000.00,-0.11,1896498450.00,1715879550.00
2010-12-21,2658.94,2669.01,2655.95,2667.61,1647550000,2667.61,2361.44,0.13,2479.51,2243.37,2508.15,0.06,2633.56,2382.75,2585.24,0.03,2714.50,2455.98,2182599100.00,-0.25,2291729055.00,2073469145.00,1954216833.33,-0.16,2051927675.00,1856505991.67,1816340000.00,-0.09,1907157000.00,1725523000.00
2010-12-20,2651.98,2658.80,2634.56,2649.56,1707950000,2649.56,2359.85,0.12,2477.84,2241.86,2503.68,0.06,2628.87,2378.50,2578.67,0.03,2707.60,2449.74,2185620900.00,-0.22,2294901945.00,2076339855.00,1958974000.00,-0.13,2056922700.00,1861025300.00,1822926000.00,-0.06,1914072300.00,1731779700.00
2010-12-17,2643.35,2651.35,2637.08,2642.97,2421830000,2642.97,2358.27,0.12,2476.18,2240.35,2498.42,0.06,2623.34,2373.50,2572.24,0.03,2700.85,2443.63,2185571150.00,0.11,2294849707.50,2076292592.50,1950662000.00,0.24,2048195100.00,1853128900.00,1804167500.00,0.34,1894375875.00,1713959125.00
2010-12-16,2620.56,2639.68,2613.72,2637.31,1735290000,2637.31,2356.54,0.12,2474.37,2238.72,2493.37,0.06,2618.04,2368.70,2564.18,0.03,2692.38,2435.97,2187824800.00,-0.21,2297216040.00,2078433560.00,1957910666.67,-0.11,2055806200.00,1860015133.33,1808216000.00,-0.04,1898626800.00,1717805200.00
2010-12-15,2625.81,2643.11,2613.15,2617.22,1863980000,2617.22,2354.86,0.11,2472.60,2237.12,2488.91,0.05,2613.35,2364.46,2556.81,0.02,2684.65,2428.97,2191522450.00,-0.15,2301098572.50,2081946327.50,1962262666.67,-0.05,2060375800.00,1864149533.33,1826721500.00,0.02,1918057575.00,1735385425.00
2010-12-14,2631.34,2636.85,2621.05,2627.72,1853270000,2627.72,2353.13,0.12,2470.78,2235.47,2484.37,0.06,2608.59,2360.16,2551.11,0.03,2678.67,2423.56,2196415450.00,-0.16,2306236222.50,2086594677.50,1964533500.00,-0.06,2062760175.00,1866306825.00,1826668500.00,0.01,1918001925.00,1735335075.00
2010-12-13,2645.35,2645.79,2624.56,2624.91,1835330000,2624.91,2351.37,0.12,2468.94,2233.80,2479.22,0.06,2603.18,2355.26,2545.78,0.03,2673.06,2418.49,2199763500.00,-0.17,2309751675.00,2089775325.00,1974486000.00,-0.07,2073210300.00,1875761700.00,1844491500.00,-0.00,1936716075.00,1752266925.00
2010-12-10,2623.28,2639.41,2615.42,2637.54,1736730000,2637.54,2349.37,0.12,2466.84,2231.90,2473.65,0.07,2597.33,2349.97,2541.67,0.04,2668.76,2414.59,2202497000.00,-0.21,2312621850.00,2092372150.00,1975695166.67,-0.12,2074479925.00,1876910408.33,1885654000.00,-0.08,1979936700.00,1791371300.00
2010-12-09,2623.15,2624.84,2606.24,2616.67,1924980000,2616.67,2347.46,0.11,2464.83,2230.09,2468.39,0.06,2591.81,2344.97,2539.78,0.03,2666.77,2412.79,2204374750.00,-0.13,2314593487.50,2094156012.50,1978064333.33,-0.03,2076967550.00,1879161116.67,1889351500.00,0.02,1983819075.00,1794883925.00
2010-12-08,2604.57,2612.37,2592.89,2609.16,1763460000,2609.16,2345.59,0.11,2462.87,2228.31,2463.07,0.06,2586.22,2339.92,2537.47,0.03,2664.35,2410.60,2206336500.00,-0.20,2316653325.00,2096019675.00,1983323833.33,-0.11,2082490025.00,1884157641.67,1909047000.00,-0.08,2004499350.00,1813594650.00
