date,open,high,low,close,volume,adj_close,200_dma,200_dma_pct_diff,200_dma_top_band,200_dma_bot_band,60_dma,60_dma_pct_diff,60_dma_top_band,60_dma_bot_band,20_dma,20_dma_pct_diff,20_dma_top_band,20_dma_bot_band,200_vma,200_vma_pct_diff,200_vma_top_band,200_vma_bot_band,60_vma,60_vma_pct_diff,60_vma_top_band,60_vma_bot_band,20_vma,20_vma_pct_diff,20_vma_top_band,20_vma_bot_band
2011-07-26,2842.74,2851.72,2832.27,2839.96,1739980000,2839.96,2697.75,0.05,2832.64,2562.86,2770.08,0.03,2908.59,2631.58,2800.79,0.01,2940.83,2660.75,2385319254.00,-0.27,2504585216.70,2266053291.30,3470762346.67,-0.50,3644300464.00,3297224229.33,1793212500.00,-0.03,1882873125.00,1703551875.00
2011-07-25,2832.11,2859.40,2828.91,2842.80,1613240000,2842.80,2695.45,0.05,2830.23,2560.68,2770.58,0.03,2909.11,2632.05,2791.29,0.02,2930.86,2651.73,2386484254.00,-0.32,2505808466.70,2267160041.30,3476935513.33,-0.54,3650782289.00,3303088737.67,1854694000.00,-0.13,1947428700.00,1761959300.00
2011-07-22,2834.46,2862.72,2830.58,2858.83,1665220000,2858.83,2693.06,0.06,2827.72,2558.41,2770.76,0.03,2909.30,2632.23,2782.69,0.03,2921.82,2643.55,2388677154.00,-0.30,2508111011.70,2269243296.30,3483704846.67,-0.52,3657890089.00,3309519604.33,1874455500.00,-0.11,1968178275.00,1780732725.00
2011-07-21,2818.79,2847.41,2807.71,2834.43,2284150000,2834.43,2690.89,0.05,2825.43,2556.35,2770.98,0.02,2909.53,2632.43,2774.43,0.02,2913.15,2635.70,2388273754.00,-0.04,2507687441.70,2268860066.30,3479931346.67,-0.34,3653927914.00,3305934779.33,1841116500.00,0.24,1933172325.00,1749060675.00
2011-07-20,2839.39,2839.65,2808.18,2814.23,1863670000,2814.23,2688.54,0.05,2822.97,2554.11,2771.18,0.02,2909.74,2632.62,2768.08,0.02,2906.48,2629.67,2388465304.00,-0.22,2507888569.20,2269042038.80,3473546846.67,-0.46,3647224189.00,3299869504.33,1842057500.00,0.01,1934160375.00,1749954625.00
2011-07-19,2790.98,2828.65,2790.98,2826.52,1882760000,2826.52,2686.26,0.05,2820.58,2551.95,2771.07,0.02,2909.62,2632.52,2758.23,0.02,2896.15,2620.32,2388714754.00,-0.21,2508150491.70,2269279016.30,3477075346.67,-0.46,3650929114.00,3303221579.33,1829212000.00,0.03,1920672600.00,1737751400.00
2011-07-18,2777.61,2783.76,2743.79,2765.11,1752220000,2765.11,2684.28,0.03,2818.49,2550.07,2771.69,-0.00,2910.28,2633.11,2750.80,0.01,2888.34,2613.26,2392045154.00,-0.27,2511647411.70,2272442896.30,3482779513.33,-0.50,3656918489.00,3308640537.67,1861285500.00,-0.06,1954349775.00,1768221225.00
2011-07-15,2787.33,2790.16,2768.28,2789.80,1804380000,2789.80,2682.21,0.04,2816.32,2548.10,2770.95,0.01,2909.49,2632.40,2742.50,0.02,2879.62,2605.37,2393412904.00,-0.25,2513083549.20,2273742258.80,3480639346.67,-0.48,3654671314.00,3306607379.33,1868979000.00,-0.03,1962427950.00,1775530050.00
2011-07-14,2804.82,2817.38,2755.90,2762.67,1946500000,2762.67,2680.30,0.03,2814.31,2546.28,2770.49,-0.00,2909.02,2631.97,2735.94,0.01,2872.73,2599.14,2394309054.00,-0.19,2514024506.70,2274593601.30,3477968180.00,-0.44,3651866589.00,3304069771.00,1870775500.00,0.04,1964314275.00,1777236725.00
2011-07-13,2800.88,2825.86,2789.57,2796.92,1885510000,2796.92,2678.16,0.04,2812.07,2544.25,2769.95,0.01,2908.45,2631.46,2730.03,0.02,2866.53,2593.53,2394247104.00,-0.21,2513959459.20,2274534748.80,3476293846.67,-0.46,3650108539.00,3302479154.33,1861565000.00,0.01,1954643250.00,1768486750.00
2011-07-12,2798.75,2807.57,2780.16,2781.91,2015410000,2781.91,2676.16,0.04,2809.97,2542.35,2769.59,0.00,2908.07,2631.11,2722.92,0.02,2859.06,2586.77,2394136954.00,-0.16,2513843801.70,2274430106.30,3471331180.00,-0.42,3644897739.00,3297764621.00,1853147000.00,0.09,1945804350.00,1760489650.00
2011-07-11,2828.10,2841.12,2795.54,2802.62,1765920000,2802.62,2673.78,0.05,2807.47,2540.09,2768.91,0.01,2907.35,2630.46,2714.97,0.03,2850.72,2579.22,2394922904.00,-0.26,2514669049.20,2275176758.80,3470981513.33,-0.49,3644530589.00,3297432437.67,1863451000.00,-0.05,1956623550.00,1770278450.00
2011-07-08,2841.29,2860.02,2831.16,2859.81,1612120000,2859.81,2671.15,0.07,2804.71,2537.60,2766.99,0.03,2905.34,2628.64,2706.22,0.06,2841.54,2570.91,2397713354.00,-0.33,2517599021.70,2277827686.30,3474423013.33,-0.54,3648144164.00,3300701862.67,1868093000.00,-0.14,1961497650.00,1774688350.00
2011-07-07,2856.25,2878.94,2853.90,2872.66,1873710000,2872.66,2668.54,0.08,2801.97,2535.11,2765.30,0.04,2903.57,2627.04,2696.36,0.07,2831.18,2561.54,2398970304.00,-0.22,2518918819.20,2279021788.80,3477414346.67,-0.46,3651285064.00,3303543629.33,1878873500.00,-0.00,1972817175.00,1784929825.00
2011-07-06,2821.42,2838.85,2812.80,2834.02,1639490000,2834.02,2666.15,0.06,2799.45,2532.84,2764.41,0.03,2902.63,2626.19,2689.74,0.05,2824.22,2555.25,2400720454.00,-0.32,2520756476.70,2280684431.30,3477603013.33,-0.53,3651483164.00,3303722862.67,1889264000.00,-0.13,1983727200.00,1794800800.00
2011-07-05,2817.87,2828.53,2810.00,2825.77,1556620000,2825.77,2663.60,0.06,2796.78,2530.42,2763.92,0.02,2902.11,2625.72,2683.58,0.05,2817.76,2549.40,2405099754.00,-0.35,2525354741.70,2284844766.30,3481774346.67,-0.55,3655863064.00,3307685629.33,1905340500.00,-0.18,2000607525.00,1810073475.00
2011-07-01,2775.08,2818.19,2769.06,2816.03,1646380000,2816.03,2661.03,0.06,2794.08,2527.98,2763.65,0.02,2901.83,2625.46,2679.41,0.05,2813.38,2545.44,2405914254.00,-0.32,2526209966.70,2285618541.30,3487613846.67,-0.53,3661994539.00,3313233154.33,1919841500.00,-0.14,2015833575.00,1823849425.00
2011-06-30,2749.37,2776.56,2749.11,2773.52,1859130000,2773.52,2658.67,0.04,2791.61,2525.74,2763.94,0.00,2902.14,2625.74,2679.40,0.04,2813.37,2545.43,2406954254.00,-0.23,2527301966.70,2286606541.30,3489203680.00,-0.47,3663663864.00,3314743496.00,1922836500.00,-0.03,2018978325.00,1826694675.00
2011-06-29,2736.76,2746.62,2722.26,2740.49,1804490000,2740.49,2656.42,0.03,2789.24,2523.60,2764.75,-0.01,2902.99,2626.52,2680.84,0.02,2814.88,2546.80,2408326954.00,-0.25,2528743301.70,2287910606.30,3487560846.67,-0.48,3661938889.00,3313182804.33,1945354500.00,-0.07,2042622225.00,1848086775.00
2011-06-28,2694.26,2729.94,2692.45,2729.31,1682590000,2729.31,2654.20,0.03,2786.91,2521.49,2765.76,-0.01,2904.05,2627.47,2686.14,0.02,2820.44,2551.83,2409602154.00,-0.30,2530082261.70,2289122046.30,3494353013.33,-0.52,3669070664.00,3319635362.67,1983729500.00,-0.15,2082915975.00,1884543025.00
2011-06-27,2653.07,2697.34,2647.55,2688.28,1710740000,2688.28,2651.97,0.01,2784.57,2519.37,2767.30,-0.03,2905.67,2628.94,2691.57,-0.00,2826.15,2556.99,2409510804.00,-0.29,2529986344.20,2289035263.80,3497447680.00,-0.51,3672320064.00,3322575296.00,1980258500.00,-0.14,2079271425.00,1881245575.00
2011-06-24,2681.10,2682.41,2647.46,2652.89,2842870000,2652.89,2649.89,0.00,2782.38,2517.39,2769.37,-0.04,2907.84,2630.90,2698.07,-0.02,2832.97,2563.17,2403829704.00,0.18,2524021189.20,2283638218.80,3480373346.67,-0.18,3654392014.00,3306354679.33,1933335000.00,0.47,2030001750.00,1836668250.00
2011-06-23,2638.60,2688.07,2627.47,2686.75,2060450000,2686.75,2647.60,0.01,2779.98,2515.22,2770.54,-0.03,2909.07,2632.01,2701.80,-0.01,2836.89,2566.71,2403618504.00,-0.14,2523799429.20,2283437578.80,3473218513.33,-0.41,3646879439.00,3299557587.67,1925038000.00,0.07,2021289900.00,1828786100.00
2011-06-22,2677.18,2693.23,2668.35,2669.19,1617370000,2669.19,2645.30,0.01,2777.56,2513.03,2771.56,-0.04,2910.14,2632.99,2705.65,-0.01,2840.93,2570.37,2403957854.00,-0.33,2524155746.70,2283759961.30,3474083346.67,-0.53,3647787514.00,3300379179.33,1937938000.00,-0.17,2034834900.00,1841041100.00
2011-06-21,2640.33,2688.50,2634.04,2687.26,1882490000,2687.26,2643.03,0.02,2775.18,2510.88,2772.49,-0.03,2911.12,2633.87,2709.23,-0.01,2844.69,2573.77,2402784354.00,-0.22,2522923571.70,2282645136.30,3473668013.33,-0.46,3647351414.00,3299984612.67,1933597500.00,-0.03,2030277375.00,1836917625.00
2011-06-20,2608.05,2636.55,2607.74,2629.66,1625850000,2629.66,2640.88,-0.00,2772.93,2508.84,2774.27,-0.05,2912.99,2635.56,2717.91,-0.03,2853.81,2582.02,2403058054.00,-0.32,2523210956.70,2282905151.30,3479140180.00,-0.53,3653097189.00,3305183171.00,1941312000.00,-0.16,2038377600.00,1844246400.00
2011-06-17,2646.29,2648.54,2608.99,2616.48,2393690000,2616.48,2638.68,-0.01,2770.62,2506.75,2775.64,-0.06,2914.42,2636.85,2728.26,-0.04,2864.67,2591.84,2401759454.00,-0.00,2521847426.70,2281671481.30,3468744513.33,-0.31,3642181739.00,3295307287.67,1909297000.00,0.25,2004761850.00,1813832150.00
2011-06-16,2631.98,2642.65,2599.86,2623.70,1958250000,2623.70,2636.13,-0.00,2767.94,2504.33,2776.64,-0.06,2915.47,2637.81,2737.82,-0.04,2874.71,2600.93,2402388754.00,-0.18,2522508191.70,2282269316.30,3463730846.67,-0.43,3636917389.00,3290544304.33,1905142000.00,0.03,2000399100.00,1809884900.00
2011-06-15,2653.17,2669.75,2625.86,2631.46,1982430000,2631.46,2633.58,-0.00,2765.26,2501.90,2777.65,-0.05,2916.53,2638.77,2745.41,-0.04,2882.68,2608.14,2400402604.00,-0.17,2520422734.20,2280382473.80,3459874680.00,-0.43,3632868414.00,3286880946.00,1917042500.00,0.03,2012894625.00,1821190375.00
2011-06-14,2662.73,2685.65,2662.73,2678.72,1701300000,2678.72,2630.95,0.02,2762.50,2499.40,2777.07,-0.04,2915.92,2638.21,2750.59,-0.03,2888.12,2613.06,2402568854.00,-0.29,2522697296.70,2282440411.30,3464634680.00,-0.51,3637866414.00,3291402946.00,1935278500.00,-0.12,2032042425.00,1838514575.00
2011-06-13,2649.30,2657.77,2629.61,2639.69,1847050000,2639.69,2628.35,0.00,2759.76,2496.93,2777.00,-0.05,2915.86,2638.15,2760.03,-0.04,2898.03,2622.02,2402356154.00,-0.23,2522473961.70,2282238346.30,3467089846.67,-0.47,3640444339.00,3293735354.33,1938778500.00,-0.05,2035717425.00,1841839575.00
2011-06-10,2675.10,2676.72,2641.64,2643.73,1972000000,2643.73,2625.84,0.01,2757.13,2494.54,2776.56,-0.05,2915.38,2637.73,2770.99,-0.05,2909.54,2632.44,2402593554.00,-0.18,2522723231.70,2282463876.30,3477489846.67,-0.43,3651364339.00,3303615354.33,1950661000.00,0.01,2048194050.00,1853127950.00
2011-06-09,2678.52,2696.69,2670.02,2684.87,1704960000,2684.87,2623.03,0.02,2754.18,2491.88,2776.26,-0.03,2915.08,2637.45,2779.00,-0.03,2917.95,2640.05,2404777004.00,-0.29,2525015854.20,2284538153.80,3488404346.67,-0.51,3662824564.00,3313984129.33,1978351500.00,-0.14,2077269075.00,1879433925.00
2011-06-08,2693.69,2698.08,2671.09,2675.38,2089320000,2675.38,2620.45,0.02,2751.47,2489.43,2776.69,-0.04,2915.53,2637.86,2788.83,-0.04,2928.27,2649.39,2402659904.00,-0.13,2522792899.20,2282526908.80,3483283513.33,-0.40,3657447689.00,3309119337.67,1974785500.00,0.06,2073524775.00,1876046225.00
2011-06-07,2712.79,2723.32,2701.17,2701.56,1847300000,2701.56,2617.84,0.03,2748.73,2486.95,2776.92,-0.03,2915.77,2638.08,2795.91,-0.03,2935.71,2656.12,2402915904.00,-0.23,2523061699.20,2282770108.80,3483358680.00,-0.47,3657526614.00,3309190746.00,1964876000.00,-0.06,2063119800.00,1866632200.00
2011-06-06,2728.31,2736.66,2702.20,2702.56,1878150000,2702.56,2615.22,0.03,2745.99,2484.46,2776.90,-0.03,2915.74,2638.05,2802.16,-0.04,2942.27,2662.05,2403999154.00,-0.22,2524199111.70,2283799196.30,3491445013.33,-0.46,3666017264.00,3316872762.67,1973155500.00,-0.05,2071813275.00,1874497725.00
2011-06-03,2740.49,2762.56,2730.63,2732.78,1936400000,2732.78,2612.64,0.05,2743.27,2482.01,2777.21,-0.02,2916.08,2638.35,2806.26,-0.03,2946.57,2665.95,2402589954.00,-0.19,2522719451.70,2282460456.30,3492450013.33,-0.45,3667072514.00,3317827512.67,1987720000.00,-0.03,2087106000.00,1888334000.00
2011-06-02,2773.76,2784.57,2759.17,2773.31,1919030000,2773.31,2609.82,0.06,2740.31,2479.33,2777.09,-0.00,2915.94,2638.23,2809.00,-0.01,2949.45,2668.55,2401679154.00,-0.20,2521763111.70,2281595196.30,3491058513.33,-0.45,3665611439.00,3316505587.67,2002247500.00,-0.04,2102359875.00,1902135125.00
2011-06-01,2829.39,2834.05,2767.63,2769.19,2254850000,2769.19,2606.88,0.06,2737.23,2476.54,2776.70,-0.00,2915.53,2637.86,2812.63,-0.02,2953.26,2671.99,2398543004.00,-0.06,2518470154.20,2278615853.80,3489977180.00,-0.35,3664476039.00,3315478321.00,2000224000.00,0.13,2100235200.00,1900212800.00
2011-05-31,2824.25,2835.34,2808.60,2835.30,2450090000,2835.30,2603.57,0.09,2733.75,2473.40,2775.85,0.02,2914.65,2637.06,2814.06,0.01,2954.77,2673.36,2394317754.00,0.02,2514033641.70,2274601866.30,3480774013.33,-0.30,3654812714.00,3306735312.67,1980851000.00,0.24,2079893550.00,1881808450.00
2011-05-27,2789.02,2801.15,2788.29,2796.86,1641320000,2796.86,2600.54,0.08,2730.57,2470.51,2775.88,0.01,2914.68,2637.09,2817.90,-0.01,2958.79,2677.00,2397059554.00,-0.32,2516912531.70,2277206576.30,3486591680.00,-0.53,3660921264.00,3312262096.00,6638816040.00,-0.75,6970756842.00,6306875238.00
2011-05-26,2756.31,2787.33,2756.06,2782.92,1904400000,2782.92,2597.67,0.07,2727.55,2467.79,2775.30,0.00,2914.07,2636.54,2822.38,-0.01,2963.50,2681.26,2398909854.00,-0.21,2518855346.70,2278964361.30,3487966680.00,-0.45,3662365014.00,3313568346.00,6642777540.00,-0.71,6974916417.00,6310638663.00
2011-05-25,2739.99,2771.38,2739.85,2761.38,1894510000,2761.38,2595.25,0.06,2725.01,2465.49,2774.90,-0.00,2913.65,2636.16,2827.80,-0.02,2969.19,2686.41,2399635254.00,-0.21,2519617016.70,2279653491.30,3493272513.33,-0.46,3667936139.00,3318608887.67,6651621040.00,-0.72,6984202092.00,6319039988.00
2011-05-24,2766.70,2767.50,2744.01,2746.16,1875370000,2746.16,2593.05,0.06,2722.70,2463.39,2775.51,-0.01,2914.28,2636.73,2832.87,-0.03,2974.52,2691.23,2398331304.00,-0.22,2518247869.20,2278414738.80,3495508013.33,-0.46,3670283414.00,3320732612.67,6660739540.00,-0.72,6993776517.00,6327702563.00
2011-05-23,2761.96,2770.51,2750.64,2758.90,1795680000,2758.90,2590.69,0.06,2720.23,2461.16,2775.87,-0.01,2914.67,2637.08,2836.22,-0.03,2978.03,2694.41,2398736054.00,-0.25,2518672856.70,2278799251.30,3496710346.67,-0.49,3671545864.00,3321874829.33,6644985540.00,-0.73,6977234817.00,6312736263.00
2011-05-20,2815.96,2821.44,2796.27,2803.32,1780140000,2803.32,2588.14,0.08,2717.55,2458.74,2774.78,0.01,2913.52,2636.05,2837.06,-0.01,2978.92,2695.21,2398706854.00,-0.26,2518642196.70,2278771511.30,3501462846.67,-0.49,3676535989.00,3326389704.33,6660702040.00,-0.73,6993737142.00,6327666938.00
2011-05-19,2824.05,2828.41,2805.12,2823.31,1753390000,2823.31,2585.54,0.09,2714.82,2456.27,2773.11,0.02,2911.77,2634.46,2836.02,-0.00,2977.83,2694.22,2400049804.00,-0.27,2520052294.20,2280047313.80,3513558846.67,-0.50,3689236789.00,3337880904.33,6677756040.00,-0.74,7011643842.00,6343868238.00
2011-05-18,2782.65,2817.15,2780.83,2815.00,1875150000,2815.00,2582.89,0.09,2712.03,2453.74,2772.14,0.02,2910.74,2633.53,2832.52,-0.01,2974.15,2690.90,2400659204.00,-0.22,2520692164.20,2280626243.80,3520008013.33,-0.47,3696008414.00,3344007612.67,6667797040.00,-0.72,7001186892.00,6334407188.00
2011-05-17,2769.17,2783.61,2759.29,2783.21,2220440000,2783.21,2580.45,0.08,2709.47,2451.42,2772.98,0.00,2911.63,2634.33,2830.13,-0.02,2971.64,2688.62,2399323004.00,-0.07,2519289154.20,2279356853.80,3518158346.67,-0.37,3694066264.00,3342250429.33,6646086540.00,-0.67,6978390867.00,6313782213.00
2011-05-16,2815.90,2828.14,2779.54,2782.31,2066020000,2782.31,2577.81,0.08,2706.70,2448.92,2773.80,0.00,2912.49,2635.11,2829.25,-0.02,2970.71,2687.79,2399685954.00,-0.14,2519670251.70,2279701656.30,3516046680.00,-0.41,3691849014.00,3340244346.00,6632038040.00,-0.69,6963639942.00,6300436138.00
2011-05-13,2859.70,2861.51,2827.51,2828.47,1917050000,2828.47,2574.93,0.10,2703.67,2446.18,2773.75,0.02,2912.44,2635.07,2825.84,0.00,2967.13,2684.54,2401723654.00,-0.20,2521809836.70,2281637471.30,3522045513.33,-0.46,3698147789.00,3345943237.67,6622068040.00,-0.71,6953171442.00,6290964638.00
2011-05-12,2833.67,2865.86,2819.37,2863.04,2209650000,2863.04,2571.93,0.11,2700.53,2443.34,2772.78,0.03,2911.41,2634.14,2820.76,0.01,2961.80,2679.72,2399918004.00,-0.08,2519913904.20,2279922103.80,3518655013.33,-0.37,3694587764.00,3342722262.67,6598832540.00,-0.67,6928774167.00,6268890913.00
2011-05-11,2867.16,2874.61,2829.68,2845.06,2258770000,2845.06,2569.15,0.11,2697.61,2440.69,2772.31,0.03,2910.93,2633.70,2815.75,0.01,2956.53,2674.96,2398951104.00,-0.06,2518898659.20,2279003548.80,3513755180.00,-0.36,3689442939.00,3338067421.00,6576824540.00,-0.66,6905665767.00,6247983313.00
2011-05-10,2851.91,2873.64,2850.01,2871.89,2018000000,2871.89,2566.27,0.12,2694.59,2437.96,2771.27,0.04,2909.83,2632.71,2810.73,0.02,2951.26,2670.19,2399682504.00,-0.16,2519666629.20,2279698378.80,3514566846.67,-0.43,3690295189.00,3338838504.33,6578584040.00,-0.69,6907513242.00,6249654838.00
2011-05-09,2828.24,2850.39,2823.67,2843.25,1649110000,2843.25,2563.40,0.11,2691.57,2435.23,2770.39,0.03,2908.91,2631.87,2807.59,0.01,2947.96,2667.21,2403489954.00,-0.31,2523664451.70,2283315456.30,3528707346.67,-0.53,3705142714.00,3352271979.33,6578669040.00,-0.75,6907602492.00,6249735588.00
2011-05-06,2840.71,2859.25,2818.65,2827.56,2043740000,2827.56,2560.49,0.10,2688.52,2432.47,2769.75,0.02,2908.24,2631.26,2806.01,0.01,2946.32,2665.71,2404337354.00,-0.15,2524554221.70,2284120486.30,3526825346.67,-0.42,3703166614.00,3350484079.33,6566827040.00,-0.69,6895168392.00,6238485688.00
2011-05-05,2812.84,2845.85,2804.82,2814.72,2227690000,2814.72,2557.36,0.10,2685.23,2429.49,2769.45,0.02,2907.93,2630.98,2805.27,0.00,2945.53,2665.01,2404309054.00,-0.07,2524524506.70,2284093601.30,3519747346.67,-0.37,3695734714.00,3343759979.33,6555280040.00,-0.66,6883044042.00,6227516038.00
2011-05-04,2842.92,2848.16,2808.79,2828.23,2209580000,2828.23,2554.33,0.11,2682.05,2426.61,2768.72,0.02,2907.15,2630.28,2803.42,0.01,2943.59,2663.25,2402927504.00,-0.08,2523073879.20,2282781128.80,3512389180.00,-0.37,3688008639.00,3336769721.00,6542527040.00,-0.66,6869653392.00,6215400688.00
2011-05-03,2859.30,2861.95,2825.50,2841.62,2214380000,2841.62,2551.11,0.11,2678.67,2423.56,2767.51,0.03,2905.89,2629.14,2800.80,0.01,2940.84,2660.76,2400531054.00,-0.08,2520557606.70,2280504501.30,3508094680.00,-0.37,3683499414.00,3332689946.00,6517104040.00,-0.66,6842959242.00,6191248838.00
2011-05-02,2881.28,2887.75,2859.84,2864.08,2062630000,2864.08,2547.69,0.12,2675.07,2420.30,2765.68,0.04,2903.96,2627.39,2797.07,0.02,2936.93,2657.22,2401193654.00,-0.14,2521253336.70,2281133971.30,3506071846.67,-0.41,3681375439.00,3330768254.33,6518478540.00,-0.68,6844402467.00,6192554613.00
2011-04-29,2869.74,2876.83,2863.04,2873.54,94800620800,2873.54,2544.56,0.13,2671.79,2417.34,2763.61,0.04,2901.79,2625.43,2792.45,0.03,2932.07,2652.83,1937248550.00,47.94,2034110977.50,1840386122.50,1959804833.33,47.37,2057795075.00,1861814591.67,1873268500.00,49.61,1966931925.00,1779605075.00
2011-04-28,2862.82,2874.59,2859.62,2872.53,1983630000,2872.53,2541.45,0.13,2668.52,2414.38,2761.59,0.04,2899.67,2623.51,2787.66,0.03,2927.04,2648.28,1938395450.00,0.02,2035315222.50,1841475677.50,1964344166.67,0.01,2062561375.00,1866126958.33,1865007500.00,0.06,1958257875.00,1771757125.00
2011-04-27,2853.88,2870.80,2842.61,2869.88,2071380000,2869.88,2538.31,0.13,2665.23,2411.40,2758.76,0.04,2896.69,2620.82,2782.01,0.03,2921.11,2642.91,1939430950.00,0.07,2036402497.50,1842459402.50,1962359666.67,0.06,2060477650.00,1864241683.33,1842996500.00,0.12,1935146325.00,1750846675.00
2011-04-26,2832.48,2856.61,2829.00,2847.54,2057740000,2847.54,2535.07,0.12,2661.82,2408.31,2756.08,0.03,2893.88,2618.28,2776.17,0.03,2914.98,2637.36,1937982100.00,0.06,2034881205.00,1841082995.00,1967583000.00,0.05,2065962150.00,1869203850.00,1823572500.00,0.13,1914751125.00,1732393875.00
2011-04-25,2820.28,2826.26,2813.20,2825.88,1480600000,2825.88,2531.92,0.12,2658.51,2405.32,2754.90,0.03,2892.65,2617.16,2772.03,0.02,2910.63,2633.43,1938542150.00,-0.24,2035469257.50,1841615042.50,1976582166.67,-0.25,2075411275.00,1877753058.33,1842421000.00,-0.20,1934542050.00,1750299950.00
2011-04-21,2820.77,2820.77,2808.55,2820.16,2094470000,2820.16,2528.69,0.12,2655.13,2402.26,2753.56,0.02,2891.24,2615.88,2767.84,0.02,2906.23,2629.45,1938239950.00,0.08,2035151947.50,1841327952.50,1975531166.67,0.06,2074307725.00,1876754608.33,1835406500.00,0.14,1927176825.00,1743636175.00
2011-04-20,2788.84,2802.99,2785.98,2802.51,2094470000,2802.51,2525.48,0.11,2651.75,2399.21,2752.17,0.02,2889.78,2614.56,2762.63,0.01,2900.76,2624.50,1938765100.00,0.08,2035703355.00,1841826845.00,1972892000.00,0.06,2071536600.00,1874247400.00,1819180500.00,0.15,1910139525.00,1728221475.00
2011-04-19,2741.35,2746.18,2727.12,2744.97,1675970000,2744.97,2522.22,0.09,2648.34,2396.11,2751.71,-0.00,2889.30,2614.13,2759.58,-0.01,2897.55,2621.60,1941250400.00,-0.14,2038312920.00,1844187880.00,1976147500.00,-0.15,2074954875.00,1877340125.00,1818253500.00,-0.08,1909166175.00,1727340825.00
2011-04-18,2731.22,2737.46,2706.50,2735.38,1786230000,2735.38,2519.01,0.09,2644.96,2393.06,2750.95,-0.01,2888.50,2613.40,2757.41,-0.01,2895.28,2619.54,1940680850.00,-0.08,2037714892.50,1843646807.50,1978326333.33,-0.10,2077242650.00,1879410016.67,1816495000.00,-0.02,1907319750.00,1725670250.00
2011-04-15,2752.87,2769.29,2743.75,2764.65,1785050000,2764.65,2515.69,0.10,2641.47,2389.91,2749.94,0.01,2887.44,2612.45,2751.36,0.00,2888.93,2613.79,1945340950.00,-0.08,2042607997.50,1848073902.50,1987296333.33,-0.10,2086661150.00,1887931516.67,1826587500.00,-0.02,1917916875.00,1735258125.00
2011-04-14,2743.12,2762.18,2733.68,2760.22,1717650000,2760.22,2512.43,0.10,2638.06,2386.81,2749.36,0.00,2886.83,2611.89,2745.15,0.01,2882.41,2607.90,1947860500.00,-0.12,2045253525.00,1850467475.00,1994184333.33,-0.14,2093893550.00,1894475116.67,1840423000.00,-0.07,1932444150.00,1748401850.00
2011-04-13,2762.69,2772.05,2744.85,2761.52,1744940000,2761.52,2509.30,0.10,2634.77,2383.84,2749.43,0.00,2886.91,2611.96,2737.92,0.01,2874.81,2601.02,1953271250.00,-0.11,2050934812.50,1855607687.50,1998771833.33,-0.13,2098710425.00,1898833241.67,1882976000.00,-0.07,1977124800.00,1788827200.00
2011-04-12,2755.89,2760.62,2737.07,2744.79,1818610000,2744.79,2506.68,0.09,2632.02,2381.35,2749.61,-0.00,2887.09,2612.13,2734.05,0.00,2870.75,2597.34,1953561900.00,-0.07,2051239995.00,1855883805.00,2002131833.33,-0.09,2102238425.00,1902025241.67,1910037000.00,-0.05,2005538850.00,1814535150.00
2011-04-11,2789.49,2792.95,2760.84,2771.51,2053190000,2771.51,2503.94,0.11,2629.14,2378.75,2749.01,0.01,2886.46,2611.56,2730.52,0.02,2867.04,2593.99,1960997700.00,0.05,2059047585.00,1862947815.00,1999977000.00,0.03,2099975850.00,1899978150.00,1896481000.00,0.08,1991305050.00,1801656950.00
2011-04-08,2806.29,2808.56,2771.42,2780.42,1650810000,2780.42,2501.13,0.11,2626.18,2376.07,2748.29,0.01,2885.70,2610.87,2727.28,0.02,2863.64,2590.91,1963065450.00,-0.16,2061218722.50,1864912177.50,2003696166.67,-0.18,2103880975.00,1903511358.33,1906531000.00,-0.13,2001857550.00,1811204450.00
2011-04-07,2799.59,2813.22,2781.13,2796.14,1806900000,2796.14,2498.42,0.12,2623.34,2373.50,2746.97,0.02,2884.31,2609.62,2722.52,0.03,2858.65,2586.40,1963678200.00,-0.08,2061862110.00,1865494290.00,2005132833.33,-0.10,2105389475.00,1904876191.67,1934352500.00,-0.07,2031070125.00,1837634875.00
2011-04-06,2808.11,2815.55,2786.80,2799.82,1996750000,2799.82,2495.73,0.12,2620.51,2370.94,2745.43,0.02,2882.70,2608.16,2720.12,0.03,2856.12,2584.11,1963366700.00,0.02,2061535035.00,1865198365.00,2003001500.00,-0.00,2103151575.00,1902851425.00,1934350000.00,0.03,2031067500.00,1837632500.00
2011-04-05,2787.78,2806.20,2785.27,2791.19,1954520000,2791.19,2493.22,0.12,2617.88,2368.56,2743.97,0.02,2881.16,2606.77,2718.85,0.03,2854.79,2582.90,1963147600.00,-0.00,2061304980.00,1864990220.00,2003363166.67,-0.02,2103531325.00,1903195008.33,1928401000.00,0.01,2024821050.00,1831980950.00
2011-04-04,2796.26,2799.73,2778.87,2789.19,1705920000,2789.19,2490.82,0.12,2615.36,2366.28,2742.64,0.02,2879.78,2605.51,2716.67,0.03,2852.50,2580.83,1964804150.00,-0.13,2063044357.50,1866563942.50,2009856000.00,-0.15,2110348800.00,1909363200.00,1952603500.00,-0.13,2050233675.00,1854973325.00
